id,title,description,serves,prep_time,cook_time,age_group,ingredients,method,url,image_url
166,Roasty Red Pesto Chicken,the juiciness of roast chicken + punchy pesto tingles tiny taste buds.,18,15,40,7Months,"['1 x small potato (about 115 g/\n4 oz), peeled + thinly\nsliced into rounds', '5 cm/2 inch piece of leek, white only, very thinly sliced', '1 x tomato, sliced into rounds ½ teaspoon dried oregano', '1 x teaspoon olive oil', '1 x teaspoon red pesto', '1 x skinless chicken breast (about 125 g/4½ oz)', 'Baby’s usual milk (optional)']","['Preheat the oven to 200°C/400°F/Gas Mark 6. Place a large sheet of aluminium foil in a baking dish + arrange the potato in themiddle in an even layer. Top with the leek+ tomato, then sprinkle over the oregano+ oil. Spoon the pesto over the chicken, then place on top of the tomato.', 'Gather up the edges of the foil + seal to make a parcel. Bake for 35–40 minutes until the potato is tender + the chicken is cooked through. Carefully open the parcel, remove the chicken + chop into four.', 'Whiz the remaining contents of the parcel with the chicken in a food processor, or using a h+ blender, until finely chopped, adding a little milk if necessary.', 'PERFECT PESTO...\nHomemade red pesto is super-easy! Heat 1 tablespoon of extra virgin olive oil in a nonstick frying pan, fry 2 chopped cloves of garlic and 100 g/3½ oz pine nuts for 2–3 minutes. Blitz 50 g/1¾ oz basil and 6 sun-dried tomatoes (drained and patted dry) in a food processor, then add the garlic mixture, 4 tablespoons of extra virgin olive oil, 50 g/1¾ oz Parmesan cheese and 100 ml/3½ fl oz water. Blitz again. (If you leave out the sun-dried tomato, the pesto is green!) Heat through before serving.']",https://www.ellaskitchen.co.uk/recipes/roasty-red-pesto-chicken,
167,Easy Peas-y Pea Puree,easy peas-y!,30,0,15,firstTastes,['150 g/5½ oz frozen peas'],"['Steam or boil the peas in a saucepan over a medium heat for 10–12 minutes until completely tender.', 'Puree the peas with 3–4 tablespoons of boiled water in a food processor, or using a hand blender, until completely smooth.', 'Pass the puree through a sieve to remove any pieces of skin, if necessary.']",https://www.ellaskitchen.co.uk/recipes/easy-peas-y-pea-puree,
168,"Sweet Potatoes, Carrots, Cheese + Broccoli Puree","A super smoooth, scrummy blend of veggies that'll tickle tiny taste buds ready to try new + exciting flavours!",10,10,15,6Months,"['1 x small sweet potato (about 150 g/5½ oz), peeled + diced', '1 x small carrot (about 60 g/2¼ oz), peeled + thinly sliced', '¼ small head broccoli (about 90 g/3¼ oz) cut into small florets', '10 g/¼ oz Cheddar cheese, finely grated']","['Steam or boil the sweet potato in a saucepan over a medium heat for 5 minutes.', 'Add the carrot + cook for a further 5 minutes, then add the broccoli + continue to cook for a further 5 minutes until all the vegetables are tender.', 'Purée the vegetables with the cheese + 4 tablespoons of boiled water in a food processor, or using a hand blender, until smooth.']",https://www.ellaskitchen.co.uk/recipes/sweet-potatoes-carrots-cheese-broccoli-puree,
169,Pumpkin Potion Puree,A spoooky veggie first tastes for tiny taste buds!,60,15,15,4to6Months,['1 x small/medium pumpkin'],"['Cut the pumpkin in half and scoop out the seeds.', 'Peel the pumpkin.', 'Cut the flesh into ½ inch cubes.', 'Steam or boil the pumpkin in a saucepan over a medium heat for 15 minutes, or until very tender.', 'Puree the pumpkin with 4-5 tablespoons of cooking water (to help retain some nutrients, remember to save water when draining pumpkin) in a food processor or using a hand blender until super smooth.']",https://www.ellaskitchen.co.uk/recipes/pumpkin-potion-puree,
170,Easter Cheesy Carrot Toasties,Scrummy grated carrot + cheese toasties with steamed broccoli tops.,2,10,10,12Months,"['2 pieces of bread', '20g cream cheese', '35g mature cheddar cheese', '60g finely grated carrot', '3 broccoli florets', 'Strands of carrot for decorating']","['Lightly toast the 2 pieces of bread- cut the crusts off to make neat rectangle.', 'Mix the grated carrot, cheese and cream cheese in a bowl.', 'Spread mixture on the toast and cut into 3 triangles.', 'Place little strands horizontally across the carrot.', 'Slice the broccoli florets in half (through the stem) and lightly steam.', 'Put the carrot toasts under a medium grill until the cheese starts to bubble (approximately 4 minutes).', 'Assemble carrots and broccoli together on a plate.']",https://www.ellaskitchen.co.uk/recipes/easter-cheesy-carrot-toasties,
171,Easter Eggy Chicks,little devilled egg chicks with a creeeamy egg mayonnaise centre.,4,15,15,12Months,"['4 eggs', '1 yellow pepper', '1tbs mayonnaise', 'Black olives for the eyes']","['Cook eggs in boiling water for 8 minutes.', 'Whilst boiling the eggs- cut feet and a beak out of yellow pepper and little eyes out of the olives.', 'Slice the eggs 2 thirds of the way up, carefully take out the yolk.', 'Mix the yolks with mayonnaise - roll the yolk into balls.', 'With a sharp knife- cut triangles out of the white to create a broken shell effect.', 'Assemble the chicks putting the egg mix in the egg white ‘shell’.']",https://www.ellaskitchen.co.uk/recipes/easter-eggy-chicks,
172,Strawberry Santa Hats,Get your little elves excited for Santa's big arrival with a festive foodie fun activity.,1,10,0,12Months,"['Strawberries', 'Thick yoghurt of your choice', 'Dessicated coconut']","['Chop off the stalk end of the strawberry', 'Dip the chopped end of the strawberry into the yoghurt', 'Then dip the yoghurt-end of the strawberry into a bowl of desiccated coconut', 'Add a splodge of yoghurt to the tip of the strawberry', 'Sprinkle dessicated coconut over the tip of the strawberry']",https://www.ellaskitchen.co.uk/recipes/strawberry-santa-hats,
173,Pitta Christmas Trees,These avocado pitta Christmas Trees are a tasty festive snack for the whole family!,6,15,20,forTheWholeFamily,"['1 x pitta bread', '1 x avocado', '1 x cooked carrot', '1 cup x diced cooked peppers (red + yellow)']","['Toast the pitta bread + cut into triangles to make the base of the Christmas tree.', 'Mash the avocado before spreading on top of the pitta triangles.', 'Decorate the Christmas tree with diced cooked red + yellow peppers for the baubles.', 'Chop the cooked carrot into sticks to make the tree trunk!']",https://www.ellaskitchen.co.uk/recipes/pitta-christmas-trees,
174,Toasty Pumpkin Bake,A wonderfully warming toasty pumpkin bake - full of flavour and packed full of healthy veg.,2,20,75,10Months,"['600 g/1 lb 5 oz pumpkin or butternut squash, peeled, deseeded and cut into 1 cm/½ inch cubes', '2 small red onions, thinly sliced', '2 teaspoons chopped thyme', '1 tablespoon olive oil', '125 g/4½ oz wholemeal bread, torn into chunky pieces', '4 eggs', '1 garlic clove, crushed', '1 tablespoon wholegrain mustard (optional)', '250 ml/8 fl oz whole milk', '125 g/4½ oz frozen peas', '125 g/4½ oz Cheddar cheese, grated']","['Preheat the oven to 200°C/400°F/Gas Mark 6.', 'Scatter the pumpkin or squash, onions\nand thyme in a roasting tin. Drizzle with\nthe oil and mix together well. Roast in the\noven for 40 minutes, turning the vegetables\noccasionally until they begin to colour.', 'Remove the vegetables from the oven and\nreduce the oven temperature to 170°C/325°F/\nGas Mark 3.', 'Scatter half the bread in the base of a\n1.2 litre/2 pint (or larger) shallow ovenproof\ndish or pie dish. Beat together the eggs,\ngarlic and mustard (if using) in a jug until\nsmooth, then beat in the milk.', 'Stir the frozen peas into the roasted\nvegetables, then tip half the vegetable mixture\nover the bread and sprinkle with half the\ncheese. Repeat the layers with the remaining\nbread, roasted vegetables and cheese. Pour\nover the egg mixture and leave the bake to\nstand for 15 minutes.', 'Cook the bake in the oven for 40 minutes until golden and the custard is lightly set. Serve hot with steamed vegetables.', 'Fork mash for little ones from 10 months']",https://www.ellaskitchen.co.uk/recipes/toasty-pumpkin-bake,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvVG9hc3R5LVB1bXBraW4tQmFrZS1XZWFuaW5nLVJlY2lwZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjEwMDAsImZpdCI6ImNvdmVyIn0sIndpdGhNZXRhZGF0YSI6dHJ1ZSwidG9Gb3JtYXQiOiJ3ZWJwIiwid2VicCI6eyJxdWFsaXR5Ijo4MH19fQ==
175,Hearty Red Chicken Soup,a big bowl of colourful wonderfulness!,4,10,30,forTheWholeFamily,"['1 x tablespoon olive oil, plus extra for brushing', '1 x onion, finely chopped', '1 x carrot, peeled + diced', '2 x large garlic cloves, finely chopped', '1 x red pepper, deseeded +\nchopped', '400 g/14 oz passata', '500 ml/17 fl oz reduced-salt chicken stock', '210 g/7½ oz can kidney beans in water, drained', '½–1 x teaspoon fajita spice mix (optional)', '1 x teaspoon dried oregano', '250 g/9 oz skinless, boneless chicken breasts, cut into large bite-sized pieces', '115 g/4 oz no-sugar, no-salt canned sweetcorn, drained, or kernels stripped from 1 cob', '2 x soft corn tortillas']","['Heat the oil in a large saucepan over a medium–low heat. Add the onion, carrot, garlic + red pepper, cover with a lid +cook for 10 minutes, stirring occasionally, until softened.', 'Preheat the oven to 180°C/350°F/Gas Mark 4.Add the passata, stock, beans, fajita spice mix, if using, + oregano to the pan + bring the mixture up to the boil. Reduce the heat to low, part-cover with a lid + simmer for 10 minutes.', 'Stir the chicken into the pan + cook for another 7 minutes, or until the chicken is cooked through, then add the sweetcorn + heat until the corn is warm + tender.', 'While the soup is cooking, make the tortilla chips. Brush both sides of each tortilla with olive oil, then cut into thin strips. Put the strips on a baking sheet + bake for 5–7 minutes, turning once, or until crisp. Transfer to a wire rack to cool. To serve, ladle the soup into bowls with the corn chips on the side.']",https://www.ellaskitchen.co.uk/recipes/hearty-red-chicken-soup,
176,Surprise! Surprise! Cauliflower Pizette,These gluten-free mini-pizzas are super-special!,4,20,30,forTheWholeFamily,"['Olive oil, for greasing + drizzling', '90 g/3¼ oz gluten free porridge oats', '1 x cauliflower, cut into florets', '100 g/3½ oz ground almonds', '1 x teaspoon dried oregano', '2 x eggs, lightly beaten', 'Your favourite toppings, such as slices of pepper + olive', '125 g/4½ oz mozzarella cheese, drained, patted dry + torn into pieces', 'Freshly ground black pepper', 'Shavings of Parmesan cheese (optional), basil leaves + mixed salad, to serve', '200 g/7 oz passata', '1 x garlic clove, crushed', '½ small x red pepper, deseeded + sliced', '1 x tablespoon tomato purée']","['Preheat the oven to 220°C/425°F/Gas Mark\n7. Line two large baking sheets with baking\nparchment + grease liberally with oil.', 'Process the oats to a powder in a food\nprocessor, then tip them into a bowl. Put\nthe cauliflower in the processor + blitz\nuntil finely chopped to a crumb. Tip the\ncauliflower into the bowl with the oats +\nadd the ground almonds, half the oregano\n+ the eggs. Season with pepper + stir\nuntil combined – it will be fairly wet +\ncrumbly but will hold together when baked.', 'Press the cauliflower mixture down into\nthe bowl in an even layer. Scoop out a\nquarter of the mixture with your hands +\npress it into a round with raised edges, about\n16 cm/6¼ in in diameter + 5 mm/¼ in thick\non the lined baking sheet. Repeat with the\nremaining cauli mixture to make four pizza\nbases in total. Bake for 20 minutes, swapping\nthe trays round halfway, until firm + golden.', 'While the bases are cooking, make the\ntomato sauce. Blend everything together\nwith the remaining oregano until smooth.\nSpoon the sauce on top of the cooked pizza\nbases.', 'Sprinkle over your choice of toppings,\nthen the mozzarella cheese, then drizzle over\na little olive oil. Bake for 10 minutes until\nthe mozzarella melts.', 'Serve topped with\nParmesan shavings, if using, + basil leaves\nwith a mixed salad on the side.']",https://www.ellaskitchen.co.uk/recipes/cauliflower-pizette,
177,Bananas + Coconuts 'Lamb' Pancakes,Ella's Kitchen Bananas + Coconuts pancakes coated in greek yoghurt and desiccated coconut.,1,10,5,12Months,"['220g self-raising flour', '2 eggs', '180g semi skimmed or whole milk', ""1 x Ella's Kitchen Bananas + Coconuts pouch"", 'For decoration: Greek yoghurt | Desiccated coconut | Strawberries | Blueberries']","['Sieve the flour into a bowl.', 'Crack the eggs into the bowl.', 'Squeeze the pouch into the bowl.', 'Slowly add the milk whilst whisking until all of the lumps have gone.', 'Heat a lightly oiled frying pan on a medium heat and ladle a small amount of mix into the pan. Flip over when you start to see holes appearing all over the surface.', 'Take one whole pancake and 2 quarters of another to make the ears.', 'Spread with Greek yoghurt and sprinkle with coconut.', 'Use the strawberries to make the ears and nose and blueberries for the eyes.']",https://www.ellaskitchen.co.uk/recipes/bananas-coconuts-lamb-pancakes,
178,Booonana Ghosts,not all ghosts are spoooky!,2,10,0,12Months,"['1 Ripe banana', '1 Cup of  dessicated coconut', 'Raisins']","['Peel + halve the banana.', 'Roll the banana into dessicated coconut until coated.', 'Press the raisins into the banana for eyes!', 'Chop into fingers for little ones to eat.']",https://www.ellaskitchen.co.uk/recipes/booonana-ghosts,
179,Cheesy Bunny Muffins,"Soft, fluffy muffins with cheese, ham + tasty veggies using Ella's Kitchen Pumpkin, Broccoli + Sweetcorn pouch!",10,10,25,12Months,"['250g self-raising flour', '1 egg', '50ml olive oil', '70g Mature cheddar cheese - grated', '40g Wafer-thin ham', '95ml semi-skimmed or whole milk', ""1 x Ella's Kitchen Pumpkin, Broccoli + Sweetcorn pouch"", 'Sprinkle of chopped chives', 'For decoration: Cherry tomato, Spinach or basil leaves, chives, black olive pieces']","['Pre heat oven to 200’C (180 Fan)', 'Sieve the flour into a bowl.', 'Crack the egg in', 'Squeeze the pouch + olive oil into the bowl', 'Slowly add the milk whilst whisking until all of the lumps have gone.', 'Stir in the chives, grated cheddar + ham.', 'Place mixture into lightly greased muffin cases', 'Bake in the pre heated oven for 23 minutes.', 'Once cool, use vegetables to decorate with the spinach + basil for ears!']",https://www.ellaskitchen.co.uk/recipes/easter-cheeesy-bunny-muffins,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvRWFzdGVyLUNoZWVzeS1CdW5ueS1NdWZmaW5zLVdlYW5pbmctUmVjaXBlLnBuZyIsImVkaXRzIjp7InJlc2l6ZSI6eyJ3aWR0aCI6MTAwMCwiZml0IjoiY292ZXIifSwid2l0aE1ldGFkYXRhIjp0cnVlLCJ0b0Zvcm1hdCI6IndlYnAiLCJ3ZWJwIjp7InF1YWxpdHkiOjgwfX19
180,Ella's Mum's Easy Chicken Curry,"a mild, sweet + creamy curry",4,10,30,forTheWholeFamily,"['2 tablespoons olive oil', '1 small onion, chopped', '2 garlic cloves, crushed', '300 g/10½ oz chicken breast, cut into bite-sized pieces', '2 cm/¾ inch piece fresh ginger, grated', '1 teaspoon mild curry powder', '1 small sweet potato, diced', '250 g/9 oz carrots, sliced', '250 ml/9 fl oz coconut milk', '100 ml/3½ fl oz vegetable stock', '1 small mango, cut into chunks', '125 g/4½ oz green beans, trimmed', '2 tablespoons finely chopped flat-leaf parsley']","['Heat the oil in a large saucepan + add the onion + garlic. Fry for 1 minute, stirring, then add the chicken pieces + cook for 3–4 minutes over a medium heat, stirring every now + then until the chicken pieces are golden brown all over.', 'Add the grated ginger + the curry powder + cook for a further 1 minute, stirring all the time. Add the sweet potato + carrots, then pour in the coconut milk + stock, + add the mango. Mix everything together well + bring the liquid to the boil. Cover, reduce the heat to low + simmer, stirring occasionally, for 20 minutes until the sweet potato is soft.', 'Add the beans + cook for a further 3 minutes until the beans are just soft. Finally, stir in the parsley. Serve immediately on a bed of rice or with a naan bread.']",https://www.ellaskitchen.co.uk/recipes/ellas-mums-easy-chicken-curry,
181,Golden Treasure Muffins,little explorers love to discover new treasure!,12,20,30,12Months,"['400 g/14 oz butternut squash, peeled, deseeded + cut into small chunks', '4 unsmoked streaky bacon rashers, finely chopped', '125 g/4½ oz self-raising white flour', '50 g/1¾ oz polenta', '1 teaspoon baking powder', '2 teaspoons finely chopped thyme', '1 egg', '75 ml/3 fl oz buttermilk', '3 tablespoons mild olive oil or sunflower oil']","['Preheat the oven to 220°C/425°F/Gas Mark 7. Line a mini muffin tin with 12 mini muffin cases', 'Cook the squash in a saucepan of boiling water for about 10 minutes until softened but not mushy. Drain well + return to the pan. Crush the squash until broken up but not puréed. Leave to cool.', 'Heat a dry frying pan + fry the bacon for about 5 minutes until crispy. Transfer to a large bowl + add the flour, cornmeal, baking powder + thyme.', 'Beat together the egg, buttermilk + oil in a separate small bowl. Add the egg mixture to the dry ingredients with the squash +mix together until only just combined.', 'Divide the mixture evenly among the cake cases + bake in the oven for 15 minutes until slightly risen + pale golden. Transfer the muffins to a wire rack to cool + serve warm or cold.']",https://www.ellaskitchen.co.uk/recipes/golden-treasure-muffins,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvR29sZGVuLVRyZWFzdXJlLU11ZmZpbnMtV2VhbmluZy1SZWNpcGUucG5nIiwiZWRpdHMiOnsicmVzaXplIjp7IndpZHRoIjoxMDAwLCJmaXQiOiJjb3ZlciJ9LCJ3aXRoTWV0YWRhdGEiOnRydWUsInRvRm9ybWF0Ijoid2VicCIsIndlYnAiOnsicXVhbGl0eSI6ODB9fX0=
182,Bouncy Bun - Bun Muffins,Our deeelicious Bouncy bun-bun muffins are the perfect treat every-bunny will love!,10,15,15,10Months,"[""2 x Ella's Kitchen Strawberries, Rhubarb + Apples pouches"", '2 eggs', '100g melted butter (vegetable oil for DF)', '160g wholemeal flour', '1.5 teaspoon baking powder', 'Handful of blueberries, halved', 'For the topping:', '2.5 x strawberries', '15 x blueberries', 'Some thick Greek yoghurt or DF alternative']","['Mix the Strawberries, Rhubarb + Apples pouches, eggs, + butter/oil together in a bowl with whisk until smooth', 'Add the flour + baking powder slowly, being careful not to form any lumps', 'Mix until the batter is smooth', 'Sprinkle blueberries into the mix', 'Divide into mini muffin cases', 'Bake at 180 degrees Celsius for 15 mins', 'Once cooled top with Greek yoghurt', 'Cut a strawberry into quarters, lengthways for the bunny ears', 'Take your blueberries + cut in half for the eyes on nose', 'Serve + enjoy immediately!']",https://www.ellaskitchen.co.uk/recipes/bouncy-bun-bun-muffins-,
183,Brussels Sprouts Puree,A festive veggie taste!,30,5,15,4to6Months,['150g / 5½ oz Brussels sprouts'],"['Cut off the base of the sprouts and remove the outer leaves.', 'Cut the sprouts in halves or quarters and steam over a medium heat for about 10–12 minutes until very tender (steaming is best as boiled sprouts can taste bitter).', 'Purée the sprouts with 4–5 tablespoons of boiled water in a food processor, or using a hand blender, until smooth.']",https://www.ellaskitchen.co.uk/recipes/brussels-sprouts-puree,
184,Ruby Red Mini Muffins,"These colourful, savoury muffins are perfect for little hands!",20,15,20,10Months,"['55 g/2 oz unsalted butter, melted, plus extra for greasing', '140 g/5 oz plain flour', '¼ teaspoon bicarbonate of soda', '1 teaspoon baking powder', '1 large egg, lightly beaten', '150 ml/¼ pint natural yogurt', '30 g/1 oz feta cheese, grated', '1 small carrot, peeled + grated', '100 g/3½ oz cooked beetroot (not in vinegar), patted dry + grated', '1 tablespoon finely chopped thyme leaves']","['Preheat the oven to 190°C/375°F/Gas Mark 5. Grease 20 holes of 1 or 2 mini-muffin tins.', 'Sift the flour, bicarbonate of soda + baking powder into a large bowl + stir until combined, then make a well in the centre.', 'Beat together the egg, yogurt + melted butter in a bowl, then gradually pour into the dry ingredients + add the feta, carrot, beetroot + thyme. Using a wooden spoon, stir together gently but thoroughly until just combined.', 'Divide the mixture evenly among the prepared muffin holes, then bake in the oven for 15–20 minutes until risen. Leave to cool slightly, then cool completely on a wire rack.']",https://www.ellaskitchen.co.uk/recipes/ruby-red-mini-muffins,
185,Cherry Tomato Santas,keep those little fingers busy over the ho-ho-holidays...,20,10,0,12Months,"['Cherry tomatoes', 'Cream cheese', 'Poppy seeds or Nigella seeds']","['Remove the stalk and cut off of the top of the cherry tomato.', 'Remove the tomato seeds.', ""Fill the empty tomato with cream cheese, so there's a slight overflow to make the beard."", 'Pop 2 x seeds on the cream cheese for eyes.', 'Place the top of the cherry tomato on top of the cream cheese to make a hat.']",https://www.ellaskitchen.co.uk/recipes/cherry-tomato-santas,
186,Dreamy creamy sprouts,This deeelicious creamy sprouts recipe will help make all your Christmas dreams come true!,2,10,10,6Months,"['40g Brussels sprouts', '1 x carrots carrots carrots pouch', '15g cream cheese', '15ml water', 'Pinch of nutmeg']","['Steam Brussel sprouts until nice and soft.', 'Add into a bowl with all the other ingredients (its easier to blend using a stick blender due to the small amount).', 'Blend together until smooth.']",https://www.ellaskitchen.co.uk/recipes/creamy-sprouts,https://images.ellaskitchen.co.uk/eyJidWNrZXQiOiJlbGxhc2tpdGNoZW4td2Vic2l0ZSIsImtleSI6InJlY2lwZXMvY2hyaXN0bWFzLWRyZWFteS1jcmVhbXktc3Byb3V0cy13ZWFuaW5nLXJlY2lwZS5wbmciLCJlZGl0cyI6eyJyZXNpemUiOnsid2lkdGgiOjEwMDAsImZpdCI6ImNvdmVyIn0sIndpdGhNZXRhZGF0YSI6dHJ1ZSwidG9Gb3JtYXQiOiJ3ZWJwIiwid2VicCI6eyJxdWFsaXR5Ijo4MH19fQ==
187,Spiced Pear Rice Pud,"A creamy, warming rice pudding",16,5,35,7Months,"['200 ml/7 fl oz baby’s usual milk (plus extra if needed)', '25 g/1 oz risotto rice', '½ teaspoon mixed spice', '1 ripe pear, peeled, cored and chopped']","['Pour the milk into a small saucepan and stir in the rice. Bring the milk almost to the boil,then reduce the heat, cover with a lid andsimmer for 15 minutes, stirring frequently,until the rice starts to soften.', 'Add the mixed spice and pear, stir well and\ncontinue to cook, covered, for 15 minutes,\nstirring frequently to prevent the rice sticking\nto the bottom of the pan.', 'Using the back of a fork, mash the rice\npudding until almost smooth, adding a little\nextra milk if necessary. Alternatively, purée in\na food processor or using a hand blender.']",https://www.ellaskitchen.co.uk/recipes/spiced-pear-rice-pudding,
